n,m,p,ckefficiency,ckrevenue,cktime,ckwe1,ckwe2,evpefficiency,evprevenue,evptime,evpwe1,evpwe2,mweqefficiency,mweqrevenue,mweqtime,mweqwe1,mweqwe2,lpefficiency,lprevenue,lptime,lpwe1,lpwe2
3,8,0.5,1,137.937300000001,11.07559776,0,0,0.986818639378259,201.1556038,0.21055878,0,0.09,1,200.0342531,0.02201591,0,0,0.981904353757218,201.5985182,5.81430632000001,0,0.11
3,8,0.75,1,166.838299999999,14.28875302,0,0,0.983011195403379,208.3683952,0.21748489,0,0.08,1,207.037248,0.02145234,0,0,0.98051516387089,209.0245951,5.85649427,0,0.09
3,8,1,0.999999941994954,168.052399999999,14.64419785,0,0,0.985020546524723,203.587437,0.22136242,0,0.07,1,202.4120532,0.02184002,0,0,0.985020546524723,203.587437,5.92651117,0,0.07
3,9,0.25,1,77.4380999999999,6.44829517,0,0,0.980963654346361,169.8946817,0.20624869,0,0.34,1,164.77726,0.02288184,0,0,0.980325456083011,170.8474023,5.03271192999999,0,0.36
3,9,0.5,1,157.334,14.80037551,0,0,0.986905706640003,215.1719539,0.21875433,0,0.07,1,214.3585334,0.02214548,0,0,0.982210950799546,215.4012055,5.88696452,0,0.09
3,9,0.75,1,177.0832,18.17902839,0,0,0.989135127923642,211.5883126,0.22941722,0,0.05,1,210.53473,0.02295699,0,0,0.98671887518108,211.9647873,5.89861937,0,0.06
3,9,1,1,177.566899999998,18.922662,0,0,0.990098218419706,211.0828722,0.21651296,0,0.05,1,209.2387377,0.02177883,0,0,0.990098218419706,211.0828722,5.86740227,0,0.05
3,10,0.25,1,92.9645,7.55664565,0,0,0.988673826040882,182.3373862,0.22556512,0,0.26,1,178.0317305,0.02361991,0,0,0.985316363001549,183.328481,4.89747103,0,0.29
3,10,0.5,1,167.9366,16.41196106,0,0,0.993809883210601,219.3931568,0.2237213,0,0.03,1,219.1009836,0.02241153,0,0,0.991353910662454,219.5845504,5.53588662,0,0.04
3,10,0.75,1,192.955300000001,20.41144841,0,0,0.995249813443495,226.906168,0.23009057,0,0.02,1,226.8721028,0.02452761,0,0,0.995249813443495,227.0215763,5.83224643,0,0.02
3,10,1,1,197.3893,21.41052199,0,0,0.997884183967055,227.4412574,0.23362922,0,0.01,1,227.2595574,0.02328325,0,0,0.997884183967055,227.4412574,5.90945186,0,0.01
3,11,0.25,1,96.2790000000007,9.26698485,0,0,0.992571647345986,179.9400224,0.21022613,0,0.16,1,178.5722724,0.02360979,0,0,0.98792421196912,180.383253,5.34296715,0,0.19
3,11,0.5,1,170.9243,18.68338766,0,0,0.995409366608699,217.4066007,0.22383046,0,0.02,1,217.2405656,0.02294353,0,0,0.988892758323789,217.9515703,5.7035714,0,0.05
3,11,0.75,1,203.292200000002,25.31829244,0,0,0.997859629912215,234.3635886,0.22697578,0,0.01,1,234.0546286,0.02341923,0,0,0.995486579333019,234.5057547,5.7283906,0,0.02
3,11,1,1,197.0024,24.06090344,0,0,0.988592130722693,222.3132371,0.22320085,0,0.05,1,221.6991369,0.02302947,0,0,0.988592130722693,222.3132371,5.93806502,0,0.05
3,12,0.25,1,116.4954,10.72076279,0,0,0.997918282450812,199.3915542,0.22166749,0,0.09,1,198.9873177,0.02346126,0,0,0.996068100563452,200.2576778,5.42812326,0,0.1
3,12,0.5,1,184.943000000001,19.96785142,0,0,0.996295081085649,229.8915117,0.23859504,0,0.02,1,228.9860781,0.02580556,0,0,0.996295081085649,229.9001314,5.63628094,0,0.02
3,12,0.75,1,207.449500000002,25.62917651,0,0,1,236.4617695,0.23974005,0,0,1,236.4617695,0.02543986,0,0,1,236.4617695,5.82347568,0,0
3,12,1,1,209.267900000003,29.16664361,0,0,1,232.3387629,0.23053347,0,0,1,232.3387629,0.02416497,0,0,1,232.3387629,6.12458058,0,0
3,13,0.25,1,125.384100000001,13.76200497,0,0,0.991936369814788,199.0331649,0.22836976,0,0.14,1,197.6960861,0.02400975,0,0,0.989780728893359,199.4859965,5.60835684,0,0.15
3,13,0.5,1,193.619400000001,24.96865917,0,0,1,236.5740748,0.24112026,0,0,1,236.5740748,0.02467948,0,0,1,236.5740748,5.88074471,0,0
3,13,0.75,1,207.620500000001,29.29694599,0,0,1,238.5077148,0.2356653,0,0,1,238.5077148,0.02437971,0,0,1,238.5077148,5.9438697,0,0
3,13,1,1,214.847800000005,29.89903358,0,0,0.993024259835268,239.6764265,0.23259495,0,0.03,1,239.3931516,0.02451273,0,0,0.993024259835268,239.6764265,6.24206482,0,0.03
3,14,0.25,1,128.2568,14.5805934,0,0,1,204.9888211,0.22964737,0,0.03,1,204.9888211,0.02471856,0,0,0.997760941050583,205.2138289,5.64586576,0,0.05
3,14,0.5,1,197.822400000003,26.52547549,0,0,1,235.1290359,0.24005494,0,0,1,235.1290359,0.0253625,0,0,1,235.1290359,5.71475442,0,0
3,14,0.75,1,219.605300000006,32.40953721,0,0,1,247.0582891,0.24941958,0,0,1,247.0582891,0.0261626,0,0,1,247.0582891,5.80484156,0,0
3,14,1,1,217.518600000004,34.78290286,0,0,0.995694011644861,238.6072447,0.24090351,0,0.02,1,238.1320803,0.02523335,0,0,0.995694011644861,238.6072447,6.22912714,0,0.02
3,15,0.25,1,135.830199999999,18.81705889,0,0,0.995781478009366,209.2970431,0.2356623,0,0.05,1,208.9440713,0.02500551,0,0,0.993575431337892,209.5913157,5.74499559,0,0.07
3,15,0.5,1,206.094700000003,29.77247853,0,0,1,241.5349467,0.24650068,0,0,1,241.5349467,0.02611248,0,0,0.99754590818908,241.5685381,6.05148864,0,0.00999999999999999
3,15,0.75,1,227.471900000007,36.90108075,0,0,1,248.5402166,0.25252742,0,0,1,248.5402166,0.02605475,0,0,1,248.5402166,5.89112938,0,0
3,15,1,1,228.181600000008,36.12138614,0,0,1,247.2694137,0.24443454,0,0,1,247.2694137,0.02537476,0,0,1,247.2694137,5.9156097,0,0
3,16,0.25,1,150.024000000001,17.97651604,0,0,0.998498106817027,218.7709521,0.2653563,0,0.07,1,217.9877793,0.02548889,0,0,0.998498106817027,218.7709521,5.54176896,0,0.07
3,16,0.5,1,213.822800000005,35.6493831,0,0,1,248.0608799,0.25220491,0,0,1,248.0608799,0.02710441,0,0,1,248.0608799,5.75173255,0,0
3,16,0.75,1,222.157100000006,38.96524382,0,0,0.997745167013378,245.2337815,0.25869486,0,0.01,1,245.0173339,0.02652959,0,0,0.997745167013378,245.2416875,5.82160204,0,0.01
3,16,1,0.999999953678004,232.27150000001,40.82744642,0,0,0.997720957901793,248.8571342,0.24124007,0,0.00999999999999999,1,248.6629275,0.02602267,0,0,0.997720957901793,248.8571342,6.28034602,0,0.00999999999999999
3,17,0.25,1,160.521000000001,22.13755066,0,0,0.9988945878223,226.171515,0.25562296,0,0.03,1,225.0371775,0.0279237,0,0,0.9988945878223,226.171515,5.82225495,0,0.03
3,17,0.5,1,219.683600000006,37.1367589,0,0,1,252.0478876,0.25805527,0,0,1,252.0478876,0.02710389,0,0,1,252.0478876,6.03233865,0,0
3,17,0.75,1,226.805500000007,42.95157983,0,0,1,250.1629504,0.26882915,0,0,1,250.1629504,0.03147704,0,0,1,250.1629504,6.09571216,0,0
3,17,1,1,230.649600000009,42.61852015,0,0,1,252.5880129,0.23687132,0,0,1,252.5880129,0.02437077,0,0,1,252.5880129,5.87141925,0,0
3,18,0.25,1,165.531000000002,22.18410887,0,0,1,230.1304868,0.26284308,0,0.03,1,230.1304868,0.02958445,0,0,1,230.1304868,5.75139406,0,0.03
3,18,0.5,1,223.701700000008,40.29691517,0,0,1,250.6659545,0.2649029,0,0,1,250.6659545,0.02768764,0,0,1,250.6659545,5.76375458,0,0
3,18,0.75,1,231.333200000009,45.23033712,0,0,1,253.4902224,0.25844906,0,0,1,253.4902224,0.02800098,0,0,1,253.4902224,6.02341242,0,0
3,18,1,1,238.867900000012,46.56553936,0,0,1,253.6143444,0.25208204,0,0,1,253.6143444,0.02796729,0,0,1,253.6143444,6.12733157,0,0
3,19,0.25,1,178.624900000004,25.0888905,0,0,1,229.9924615,0.25269218,0,0.02,1,229.9924615,0.0274836,0,0,1,229.9924615,5.72323642,0,0.02
3,19,0.5,1,236.495800000012,45.37376752,0,0,1,261.972521,0.27478196,0,0,1,261.972521,0.02968176,0,0,1,261.972521,5.81466618,0,0
